address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq
Basungatan 38,Lägenhet,Ruddalen,Göteborgs kommun,65.0,3.0,4149.0,2250000.0,2022-11-02,-4.0,34615.0,0.0,0.0
Sjömilsgatan 6,Lägenhet,Flatås,Göteborgs kommun,76.5,3.0,4575.0,2200000.0,2022-11-02,-8.0,28758.0,0.0,0.0
Skogaberg 104,Villa,Sankt Jörgen,Göteborgs kommun,121.0,5.0,,5500000.0,2022-11-02,-6.0,45455.0,252.0,19.0
Barnhusgatan 30,Lägenhet,Prippska Tomten,Göteborgs kommun,68.0,2.0,4173.0,2670000.0,2022-11-02,-9.0,39265.0,0.0,0.0
Bäckegatan 24,Lägenhet,Gamla Masthugget,Göteborgs kommun,77.0,3.0,4509.0,4550000.0,2022-11-02,1.0,59091.0,0.0,0.0
Västra Stillestorpsgatan 13,Lägenhet,Centrala Hisingen,Göteborgs kommun,77.5,3.0,5534.0,2500000.0,2022-11-02,4.0,32258.0,0.0,0.0
Thorburnsgatan 2A,Lägenhet,Johanneberg - Almedal,Göteborgs kommun,85.0,2.5,4496.0,3550000.0,2022-11-02,2.0,41765.0,0.0,0.0
Beryllgatan 30,Lägenhet,Västra Frölunda,Göteborgs kommun,48.8,2.0,3343.0,1750000.0,2022-11-02,0.0,35861.0,0.0,0.0
Slätten 3C,Lägenhet,Lunden,Göteborgs kommun,33.0,1.0,2138.0,2020000.0,2022-11-02,1.0,61212.0,0.0,0.0
"Lodjursstråket 1, Vån 19 - Västerläge",Lägenhet,Karlastaden,Göteborgs kommun,48.5,2.0,3782.0,3500000.0,2022-11-02,1.0,72165.0,0.0,0.0
Lilla Fridhemsgatan 6 C,Lägenhet,Kungsladugård,Göteborgs kommun,38.0,1.0,2692.0,2100000.0,2022-11-02,-4.0,55263.0,0.0,0.0
Kabelgatan 24,Lägenhet,Majorna,Göteborgs kommun,56.5,2.0,4209.0,2550000.0,2022-11-02,0.0,45133.0,0.0,0.0
Navigationsvägen 6,Villa,Torslanda - Andalen,Göteborgs kommun,80.0,5.0,,5300000.0,2022-11-02,-11.0,66250.0,1193.0,80.0
Lilla Munkebäcksgatan 5 A,Lägenhet,Munkebäck,Göteborgs kommun,46.0,2.0,3555.0,2050000.0,2022-11-02,-2.0,44565.0,0.0,0.0
Doktor Forselius gata 24,Lägenhet,Guldheden,Göteborgs kommun,81.5,4.0,5277.0,3630000.0,2022-11-02,10.0,44540.0,0.0,0.0
Garverigatan 7 vån 5 / 6,Lägenhet,Stampen,Göteborgs kommun,58.0,2.0,3117.0,3000000.0,2022-11-02,-6.0,51724.0,0.0,0.0
Kabbeleksgatan 5 G,Lägenhet,Hisingen,Göteborgs kommun,49.3,2.0,3270.0,2000000.0,2022-11-02,6.0,40568.0,0.0,0.0
Birkagatan 22B,Lägenhet,Örgryte,Göteborgs kommun,170.0,5.0,6585.0,8700000.0,2022-11-02,-1.0,51176.0,0.0,0.0
Scholandersgatan 7 D,Lägenhet,Centrala Hisingen,Göteborgs kommun,58.7,2.5,4065.0,1995000.0,2022-11-02,0.0,33986.0,0.0,0.0
Junigatan 3C,Radhus,Kortedala,Göteborgs kommun,110.0,7.0,,4300000.0,2022-11-02,2.0,39091.0,289.1,65.0
Lövskogsgatan 4 A,Lägenhet,Norra Guldheden,Göteborgs kommun,59.5,3.0,2628.0,3500000.0,2022-11-02,8.0,58824.0,0.0,0.0
Fyrskeppsvägen 5,Villa,Torslanda - Hjuvik,Göteborgs kommun,205.0,7.0,,10400000.0,2022-11-02,-5.0,50732.0,1169.0,0.0
Solventilsgatan 16,Lägenhet,Centrala Hisingen,Göteborgs kommun,55.0,2.0,3007.0,2800000.0,2022-11-02,0.0,50909.0,0.0,0.0
Österhedsgatan 12,Villa,Utbynäs,Göteborgs kommun,136.0,7.0,,6600000.0,2022-11-02,-4.0,48529.0,1018.6,73.0
"Seglaregatan 4, Vån 8 / 8",Lägenhet,Majorna,Göteborgs kommun,53.0,2.0,5242.0,2350000.0,2022-11-02,18.0,44340.0,0.0,0.0
Litteraturgatan 206,Lägenhet,Hisings Backa,Göteborgs kommun,47.0,2.0,2812.0,1995000.0,2022-11-02,0.0,42447.0,0.0,0.0
Bäckebolslyckan 13,Lägenhet,Hisings Backa,Göteborgs kommun,83.6,4.0,5457.0,2100000.0,2022-11-02,-4.0,25120.0,0.0,0.0
Masthuggsliden 12,Lägenhet,Masthugget,Göteborgs kommun,56.5,2.0,3338.0,2620000.0,2022-11-02,-3.0,46372.0,0.0,0.0
Bergkristallsgatan 30,Lägenhet,Tynnered,Göteborgs kommun,96.0,4.0,5832.0,2850000.0,2022-11-01,-1.0,29688.0,0.0,0.0
Kapplandsgatan 128,Lägenhet,Högsbo,Göteborgs kommun,71.4,3.0,4249.0,2350000.0,2022-11-01,-2.0,32913.0,0.0,0.0
Seglaregatan 4,Lägenhet,Majorna,Göteborgs kommun,63.7,2.0,5390.0,2460000.0,2022-11-01,3.0,38619.0,0.0,0.0
Ulfsparregatan 11E,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2582.0,1900000.0,2022-11-01,3.0,51351.0,0.0,0.0
Decenniumgatan 26,Radhus,Kortedala,Göteborgs kommun,121.0,4.0,4889.0,3700000.0,2022-11-01,0.0,30579.0,0.0,0.0
Linnégatan 33,Lägenhet,Linné,Göteborgs kommun,197.0,6.0,5230.0,14000000.0,2022-11-01,-6.0,71066.0,0.0,0.0
Solhagagatan 100,Lägenhet,Hisings Kärra,Göteborgs kommun,76.0,3.0,5029.0,2275000.0,2022-11-01,7.0,29934.0,0.0,0.0
Västerslänt 29,Radhus,Hammarkullen,Göteborgs kommun,162.0,5.0,,3200000.0,2022-11-01,-5.0,19753.0,158.0,0.0
Kabelgatan 14,Lägenhet,Majorna,Göteborgs kommun,54.0,2.0,3936.0,2500000.0,2022-11-01,0.0,46296.0,0.0,0.0
Plantagegatan 9A,Lägenhet,Linnéstaden,Göteborgs kommun,87.0,3.0,5656.0,5100000.0,2022-11-01,3.0,58621.0,0.0,0.0
Lilleskogsvägen 10,Lägenhet,Tuve,Göteborgs kommun,75.0,3.0,4475.0,2625000.0,2022-11-01,-6.0,35000.0,0.0,0.0
Lådämnesgatan 13,Lägenhet,Björkekärr,Göteborgs kommun,55.0,2.0,3934.0,1780000.0,2022-11-01,-6.0,32364.0,0.0,0.0
Lillhagens Sandlycka 10B,Lägenhet,Hisings Backa,Göteborgs kommun,55.0,2.0,4374.0,1795000.0,2022-11-01,0.0,32636.0,0.0,0.0
Befälsgatan 4,Lägenhet,Kviberg,Göteborgs kommun,53.0,2.0,2509.0,1825000.0,2022-11-01,2.0,34434.0,0.0,0.0
Hällstigen 3,Villa,Askim,Göteborgs kommun,147.0,6.0,,7500000.0,2022-11-01,-6.0,51020.0,952.0,13.0
Haga Kyrkogata 8,Lägenhet,Vasastaden,Göteborgs kommun,99.0,3.0,4087.0,6300000.0,2022-11-01,5.0,63636.0,0.0,0.0
Halleskärsgatan 1,Villa,Önnered,Göteborgs kommun,119.0,4.0,,4875000.0,2022-11-01,-16.0,40966.0,1504.0,0.0
Femkampsgatan 3A,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2951.0,2200000.0,2022-11-01,0.0,59459.0,0.0,0.0
Klåvavägen 72,Lägenhet,Nya Hovås,Göteborgs kommun,93.0,4.0,4523.0,5500000.0,2022-11-01,-3.0,59140.0,0.0,0.0
Uddevallagatan 37A,Lägenhet,Bagaregården,Göteborgs kommun,57.7,2.0,2854.0,3550000.0,2022-11-01,0.0,61525.0,0.0,0.0
Vestagatan 5,Lägenhet,Nya Gårda,Göteborgs kommun,95.0,3.0,4871.0,4050000.0,2022-11-01,-2.0,42632.0,0.0,0.0
Lindholmshamnen 36,Lägenhet,Lindholmen,Göteborgs kommun,72.0,3.0,4150.0,3750000.0,2022-10-31,-6.0,52083.0,0.0,0.0
Solrosgatan 23A,Lägenhet,Kålltorp,Göteborgs kommun,72.0,3.0,3753.0,3625000.0,2022-10-31,-1.0,50347.0,0.0,0.0
Viktor Rydbergsgatan 25,Lägenhet,Nedre Johanneberg,Göteborgs kommun,70.0,2.5,3049.0,4200000.0,2022-10-28,-6.0,60000.0,0.0,0.0
Fornminnesvägen 26,Villa,Bräcke,Göteborgs kommun,122.0,6.0,,6200000.0,2022-10-28,,50820.0,444.0,53.0
Linnégatan 51,Lägenhet,Linnéstaden,Göteborgs kommun,82.0,3.0,4597.0,4960000.0,2022-10-26,10.0,60488.0,0.0,0.0
Karlatornet (Lodjursstråket 1),Lägenhet,Lindholmen,Göteborgs kommun,55.0,2.0,4126.0,3750000.0,2022-10-25,-4.0,68182.0,0.0,0.0
Sjömilsgatan 5,Lägenhet,Flatås,Göteborgs kommun,42.5,1.0,2611.0,1450000.0,2022-10-31,-6.0,34118.0,0.0,0.0
Domherrevägen 3,Radhus,Utby,Göteborgs kommun,72.0,5.0,,4600000.0,2022-10-31,-8.0,63889.0,191.8,32.0
Briljantgatan 90,Lägenhet,Tynnered,Göteborgs kommun,70.0,3.0,4573.0,1650000.0,2022-10-31,-3.0,23571.0,0.0,0.0
Monsungatan 32,Lägenhet,Eriksberg,Göteborgs kommun,37.0,1.5,2487.0,2350000.0,2022-10-31,-2.0,63514.0,0.0,0.0
Mölndalsvägen 87H,Lägenhet,Almedal - Centrum,Göteborgs kommun,55.0,2.0,3807.0,3185000.0,2022-10-31,0.0,57909.0,0.0,0.0
Solarvsplan 30,Lägenhet,Askim,Göteborgs kommun,75.6,3.0,4828.0,2400000.0,2022-10-31,-8.0,31746.0,0.0,0.0
Solhagagatan 4A,Radhus,Hisings Kärra,Göteborgs kommun,121.0,4.0,,3820000.0,2022-10-31,3.0,31570.0,271.0,0.0
Karolinernas gata 3,Lägenhet,Hisings Backa,Göteborgs kommun,64.5,2.0,4669.0,1750000.0,2022-10-31,3.0,27132.0,0.0,0.0
Persgatan 2A,Lägenhet,Lunden,Göteborgs kommun,51.0,2.0,3433.0,2800000.0,2022-10-31,-3.0,54902.0,0.0,0.0
Bellmansgatan 11A,Lägenhet,Vasastaden,Göteborgs kommun,133.0,5.0,7213.0,8400000.0,2022-10-31,3.0,63158.0,0.0,0.0
Långängen 9,Lägenhet,Centrala Göteborg,Göteborgs kommun,55.0,2.0,2733.0,2635000.0,2022-10-31,-2.0,47909.0,0.0,0.0
Berzeliigatan 13A,Lägenhet,Lorensberg,Göteborgs kommun,160.0,3.0,6801.0,14500000.0,2022-10-31,7.0,90625.0,0.0,0.0
Geteryggsgatan 36,Villa,Björkekärr,Göteborgs kommun,140.0,6.0,,6600000.0,2022-10-28,10.0,47143.0,710.0,32.0
Kalendervägen 61,Lägenhet,Kortedala,Göteborgs kommun,40.3,1.0,2332.0,1250000.0,2022-10-27,5.0,31017.0,0.0,0.0
Hagelidsvägen 11,Villa,Göteborg,Göteborgs kommun,125.0,,,4500000.0,2022-10-26,0.0,36000.0,1431.2,72.0
Skogens gård 71,Villa,Torslanda - Centralt,Göteborgs kommun,118.0,5.0,,5650000.0,2022-10-31,-5.0,47881.0,584.0,37.0
Carlandersplatsen 1,Lägenhet,Lorensberg,Göteborgs kommun,72.0,2.0,2234.0,4000000.0,2022-10-31,3.0,55556.0,0.0,0.0
Norra Gubberogatan 5,Lägenhet,Göteborg,Göteborgs kommun,60.0,2.0,3204.0,3100000.0,2022-10-30,,51667.0,0.0,0.0
Teleskopgatan 16,Lägenhet,Bergsjön,Göteborgs kommun,77.5,3.0,6238.0,1330000.0,2022-10-30,3.0,17161.0,0.0,0.0
Fredbergsgatan 5B,Lägenhet,Majorna,Göteborgs kommun,37.0,1.0,2590.0,2300000.0,2022-10-30,-2.0,62162.0,0.0,0.0
Vattentornsgatan 108,Villa,Angered,Göteborgs kommun,101.0,4.0,,2500000.0,2022-10-30,25.0,24752.0,320.0,20.0
Styrfarten 2C,Lägenhet,Eriksberg,Göteborgs kommun,77.0,2.0,4719.0,3440000.0,2022-10-30,-3.0,44675.0,0.0,0.0
Rudenschöldsgatan 5,Villa,Centrala Hisingen,Göteborgs kommun,96.0,5.0,,5900000.0,2022-10-30,3.0,61458.0,384.0,67.0
Fredbergsgatan 5C,Lägenhet,Majorna,Göteborgs kommun,51.0,2.0,3388.0,2700000.0,2022-10-30,-2.0,52941.0,0.0,0.0
Raketgatan 6,Lägenhet,Norra Guldheden,Göteborgs kommun,59.0,2.0,4575.0,3050000.0,2022-10-29,5.0,51695.0,0.0,0.0
Briljantgatan 76,Lägenhet,Västra Frölunda,Göteborgs kommun,70.0,3.0,3785.0,1780000.0,2022-10-29,8.0,25429.0,0.0,0.0
Ekebygatan 16,Lägenhet,Hisings Backa,Göteborgs kommun,74.3,3.0,5413.0,1595000.0,2022-10-29,0.0,21467.0,0.0,0.0
Myrbäcksvägen 22,Villa,Askim,Göteborgs kommun,205.3,6.0,,7950000.0,2022-10-29,-6.0,38724.0,690.0,42.6
Virvelvindsgatan 4,Lägenhet,Centrala Hisingen,Göteborgs kommun,89.0,4.0,5302.0,3650000.0,2022-10-29,4.0,41011.0,0.0,0.0
Masthuggstorget 5,Lägenhet,Linné,Göteborgs kommun,36.6,1.0,2657.0,2050000.0,2022-10-28,-2.0,56011.0,0.0,0.0
Träringen  71,Lägenhet,Björkekärr,Göteborgs kommun,40.0,1.0,3160.0,1590000.0,2022-10-28,0.0,39750.0,0.0,0.0
Fjällgatan 24 C,Lägenhet,Gamla Masthugget,Göteborgs kommun,68.0,2.0,4643.0,2800000.0,2022-10-28,-9.0,41176.0,0.0,0.0
Fruktträdsgatan 11,Lägenhet,Centrala Hisingen Hildedal,Göteborgs kommun,93.0,4.0,4815.0,4950000.0,2022-10-28,-1.0,53226.0,0.0,0.0
